0	1.12152e-06
0.002	8.87822e-07
0.004	6.99926e-07
0.006	9.11555e-07
0.008	1.18976e-06
0.01	1.17066e-06
0.012	6.0578e-07
0.014	4.64524e-07
0.016	7.93523e-07
0.018	7.26218e-07
0.02	8.70472e-07
0.022	6.15966e-07
0.024	8.35581e-08
0.026	3.62529e-07
0.028	5.8058e-07
0.03	1.6211e-07
0.032	-8.40471e-08
0.034	-1.33631e-07
0.036	8.14563e-08
0.038	2.70529e-07
0.04	1.03759e-07
0.042	3.73672e-07
0.044	7.8658e-07
0.046	1.14878e-06
0.048	1.73318e-06
0.05	2.83742e-06
0.052	4.02594e-06
0.054	5.13092e-06
0.056	7.10939e-06
0.058	8.76257e-06
0.06	9.44167e-06
0.062	9.70076e-06
0.064	9.55458e-06
0.066	9.34832e-06
0.068	9.4959e-06
0.07	9.77247e-06
0.072	1.03416e-05
0.074	1.06217e-05
0.076	1.03641e-05
0.078	1.00542e-05
0.08	9.66996e-06
0.082	9.45194e-06
0.084	9.40569e-06
0.086	8.62319e-06
0.088	7.29961e-06
0.09	6.40744e-06
0.092	5.14694e-06
0.094	3.7156e-06
0.096	2.80548e-06
0.098	1.71354e-06
0.1	6.73473e-07
0.102	3.19735e-07
0.104	2.49641e-07
0.106	4.92471e-08
0.108	2.07483e-08
0.11	-1.63035e-07
0.112	-6.22833e-07
0.114	-1.39277e-06
0.116	-1.77022e-06
0.118	-1.95036e-06
0.12	-2.2374e-06
0.122	-2.3847e-06
0.124	-1.7598e-06
0.126	-2.19871e-06
0.128	-2.27333e-06
0.13	-1.70279e-06
0.132	-2.0401e-06
0.134	-2.24894e-06
0.136	-2.36324e-06
0.138	-2.75142e-06
0.14	-3.03105e-06
0.142	-3.32378e-06
0.144	-2.80943e-06
0.146	-2.52304e-06
0.148	-2.68088e-06
0.15	-2.53778e-06
0.152	-2.41825e-06
0.154	-2.61354e-06
0.156	-2.36578e-06
0.158	-2.39003e-06
0.16	-2.5509e-06
0.162	-2.56813e-06
0.164	-2.20669e-06
0.166	-2.33054e-06
0.168	-2.21947e-06
0.17	-2.23916e-06
0.172	-2.22766e-06
0.174	-2.28441e-06
0.176	-2.20829e-06
0.178	-2.79402e-06
0.18	-2.68128e-06
0.182	-2.69016e-06
0.184	-2.55426e-06
0.186	-2.51774e-06
0.188	-2.64104e-06
0.19	-2.7189e-06
0.192	-2.42324e-06
0.194	-2.40586e-06
0.196	-2.68273e-06
0.198	-2.52247e-06
0.2	-2.32319e-06
0.202	-2.21727e-06
0.204	-1.78079e-06
0.206	-2.43248e-06
0.208	-2.35475e-06
0.21	-1.86818e-06
0.212	-2.1073e-06
0.214	-2.16182e-06
0.216	-2.33331e-06
0.218	-2.28697e-06
0.22	-2.34427e-06
0.222	-2.5915e-06
0.224	-2.63209e-06
0.226	-2.67816e-06
0.228	-2.69098e-06
0.23	-1.91399e-06
0.232	-2.10753e-06
0.234	-1.88928e-06
0.236	-1.78096e-06
0.238	-2.08113e-06
0.24	-1.97937e-06
0.242	-1.66374e-06
0.244	-1.61203e-06
0.246	-1.87702e-06
0.248	-1.69981e-06
0.25	-1.51566e-06
0.252	-1.45674e-06
0.254	-1.67292e-06
0.256	-1.85402e-06
0.258	-1.72682e-06
0.26	-1.65438e-06
0.262	-1.07461e-06
0.264	-1.10394e-06
0.266	-1.28073e-06
0.268	-1.59925e-06
0.27	-1.5408e-06
0.272	-1.83955e-06
0.274	-1.76191e-06
0.276	-1.27114e-06
0.278	-1.02833e-06
0.28	-1.16015e-06
0.282	-1.25538e-06
0.284	-1.21415e-06
0.286	-9.99919e-07
0.288	-1.18427e-06
0.29	-1.16267e-06
0.292	-1.22923e-06
0.294	-1.50331e-06
0.296	-1.42132e-06
0.298	-1.44327e-06
0.3	-1.2838e-06
0.302	-9.44099e-07
0.304	-1.04937e-06
0.306	-1.19776e-06
0.308	-8.72672e-07
0.31	-1.15545e-06
0.312	-1.07941e-06
0.314	-5.86878e-07
0.316	-5.24065e-07
0.318	-3.89455e-07
0.32	-4.10058e-07
0.322	-6.13719e-07
0.324	-4.08352e-07
0.326	-3.53809e-07
0.328	-6.75656e-07
0.33	-3.91774e-07
0.332	-6.29055e-07
0.334	-9.5229e-07
0.336	-8.36116e-07
0.338	-1.03816e-06
0.34	-9.93609e-07
0.342	-9.77004e-07
0.344	-7.40976e-07
0.346	-6.99299e-07
0.348	-7.58989e-07
0.35	-6.94423e-07
0.352	-2.47026e-07
0.354	-5.64203e-07
0.356	-4.73477e-07
0.358	5.76089e-08
0.36	2.47776e-08
0.362	-1.83972e-07
0.364	-3.02243e-07
0.366	-3.43611e-07
0.368	-4.80899e-07
0.37	-5.19262e-07
0.372	-5.30323e-07
0.374	-6.88594e-07
0.376	-8.30957e-07
0.378	-5.57657e-07
0.38	-5.76535e-07
0.382	-6.9267e-07
0.384	-6.65622e-07
0.386	-8.86861e-07
0.388	-1.13326e-06
0.39	-8.13223e-07
0.392	-7.30021e-07
0.394	-1.0155e-06
0.396	-7.06574e-07
0.398	-3.61011e-07
0.4	-3.11412e-07
0.402	-4.54867e-07
0.404	-3.33323e-07
0.406	-1.73389e-07
0.408	-3.90996e-07
0.41	-4.90683e-07
0.412	-5.61039e-07
0.414	-5.80242e-07
0.416	-4.23977e-07
0.418	2.03879e-07
0.42	-1.6177e-07
0.422	-4.0013e-07
0.424	-5.58142e-07
0.426	-2.70598e-07
0.428	-7.06063e-08
0.43	-3.18232e-07
0.432	-5.18047e-07
0.434	-5.2222e-07
0.436	-4.35353e-07
0.438	-3.55127e-07
0.44	-7.40478e-07
0.442	-5.21262e-07
0.444	-1.59637e-07
0.446	-9.10988e-07
0.448	-8.4093e-07
0.45	-3.40624e-07
0.452	-4.10818e-07
0.454	-6.68538e-07
0.456	-5.71886e-07
0.458	-7.02059e-07
0.46	-2.73461e-07
0.462	-1.98407e-07
0.464	-1.41889e-07
0.466	-1.77567e-07
0.468	-5.19919e-07
0.47	-2.60846e-07
0.472	6.13989e-08
0.474	1.79511e-07
0.476	-1.28492e-07
0.478	-2.12225e-07
0.48	-1.92127e-07
0.482	-2.36777e-07
0.484	-2.51905e-07
0.486	-2.68489e-07
0.488	-4.58688e-07
0.49	-4.91851e-07
0.492	-6.93661e-07
0.494	-2.02256e-07
0.496	3.96626e-07
0.498	4.39125e-07
0.5	-4.69674e-08
0.502	-5.33636e-08
0.504	-3.63847e-08
