-90	-1.465006945688e-06
-88	-9.978604075097e-07
-86	-1.286362734644e-06
-84	-1.496707992482e-06
-82	-9.163040590392e-07
-80	-1.056058961495e-06
-78	-1.683313412469e-06
-76	-7.864821372075e-07
-74	-2.974469472179e-07
-72	-7.606090263564e-07
-70	-7.339654217006e-07
-68	-7.586499171278e-08
-66	-2.752489118081e-07
-64	-4.832860305146e-07
-62	5.116112053914e-07
-60	8.130995724702e-07
-58	-7.319331317905e-08
-56	3.264774028265e-07
-54	6.653360167388e-07
-52	-2.221333611383e-09
-50	-1.178038760419e-08
-48	4.263983177972e-07
-46	-1.870555342366e-07
-44	-2.587613658583e-07
-42	7.160317100057e-07
-40	1.411095691633e-07
-38	-7.481912337029e-07
-36	-3.222175020406e-07
-34	3.8491037318e-07
-32	-3.141739223608e-07
-30	-1.695486474483e-07
-28	5.946357920891e-07
-26	4.058913461118e-08
-24	-6.571979415999e-08
-22	6.74600310597e-07
-20	7.24728162906e-07
-18	-2.641117968862e-07
-16	2.11226108894e-07
-14	6.714208543703e-07
-12	-3.65981828752e-07
-10	-8.493874328421e-07
-8	-9.325503332993e-07
-6	-1.216247943755e-06
-4	-1.327212995216e-06
-2	-1.128180242016e-07
0	-4.604153383808e-07
2	-9.554866159774e-07
4	-8.179664916372e-08
6	3.180899829069e-07
8	-1.148254379017e-07
10	8.427790137422e-08
12	7.389028520835e-07
14	3.714091840428e-08
16	-8.175687225633e-07
18	-2.448197325954e-07
20	-3.01266541147e-07
22	-1.596248650248e-06
24	-1.465662211099e-06
26	-1.036580066408e-06
28	-1.6385170777e-06
30	-1.335856240138e-06
32	5.478196300219e-08
34	-5.688606950029e-07
36	-1.279614591267e-06
38	-1.350424807443e-07
40	4.587220634365e-07
42	7.711632547955e-08
44	1.091299412488e-06
46	1.549497444312e-06
48	1.734297939038e-06
50	2.419516826637e-06
52	3.509809059619e-06
54	3.98349312917e-06
56	3.829557928239e-06
58	5.089386570953e-06
60	5.724043462529e-06
62	6.112699690927e-06
64	7.125948878301e-06
66	7.634300676545e-06
68	7.067518129119e-06
70	7.278223711008e-06
72	8.021880735005e-06
74	7.346388229102e-06
76	6.858461773763e-06
78	7.847686643835e-06
80	7.46282459677e-06
82	5.798760602251e-06
84	5.756545592442e-06
86	5.544600870225e-06
88	4.255158589674e-06
90	3.964102318417e-06
92	4.60085072277e-06
94	3.788213042049e-06
96	2.505853496658e-06
98	3.547659727819e-06
100	3.330078807754e-06
102	2.224819172393e-06
104	2.104000226796e-06
106	1.323781088339e-06
108	-2.366177893076e-08
110	-2.209579438238e-07
112	-3.453636213476e-07
114	-1.208241242349e-06
116	-2.357059509604e-06
118	-2.058116247187e-06
120	-2.828683050333e-06
122	-4.051544381078e-06
124	-3.301434340529e-06
126	-2.779724205337e-06
128	-3.389433262891e-06
130	-2.947347398631e-06
132	-1.904239348409e-06
134	-2.008562833407e-06
136	-2.572118861409e-06
138	-1.940861002979e-06
140	-9.360694112626e-07
142	-1.953042778205e-06
144	-1.589283337273e-06
146	-3.228310345036e-07
148	-3.605703846882e-07
150	-7.781348345715e-07
152	-7.114475144882e-07
154	-6.184286839181e-07
156	5.452756138677e-08
158	1.126933140093e-06
160	8.972531639578e-07
162	3.500222293684e-07
164	1.088280306361e-06
166	1.644764891577e-06
168	1.269518586437e-06
170	9.688566778605e-07
172	2.039310970758e-06
174	2.011012352561e-06
176	5.386960046655e-07
178	9.450873719175e-07
180	1.6668268303e-06
182	7.355600910948e-07
184	9.202782236579e-07
186	1.267873666554e-06
188	5.119550608026e-07
190	2.897598235728e-07
192	1.21829496608e-06
194	1.164344249061e-06
196	3.991902273589e-08
198	5.100354692059e-07
200	9.108980460074e-07
202	1.779766014021e-07
204	7.194260071666e-07
206	1.48400539157e-06
208	-4.944955813531e-08
